Loop ID,EDI Segment,EDI Data Element Name,EDI Element Description,Usage,Enumeration Values,Hardcode,Extract layout name,Position,Level,Mapping Logic,COMMENTS,PIEDMONT
2300,2300.HI06,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI06.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI06.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_06,675,Claim,,,
2300,2300.HI06.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI06.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_06,676,Claim,,,
2300,2300.HI07,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI07.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI07.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_07,677,Claim,,,
2300,2300.HI07.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI07.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_07,678,Claim,,,
2300,2300.HI08,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI08.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI08.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_08,679,Claim,,,
2300,2300.HI08.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI08.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_08,680,Claim,,,
2300,2300.HI09,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI09.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI09.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_09,681,Claim,,,
2300,2300.HI09.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI09.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_09,682,Claim,,,
2300,2300.HI10,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI10.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI10.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_10,683,Claim,,,
2300,2300.HI10.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI10.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_10,684,Claim,,,
2300,2300.HI11,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI11.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI11.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_11,685,Claim,,,
2300,2300.HI11.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI11.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_11,686,Claim,,,
2300,2300.HI12,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI12.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI12.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_12,687,Claim,,,
2300,2300.HI12.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI12.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_12,688,Claim,,,
2300,2300.HI13,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",R,,,,,,,,
2300,2300.HI13.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI13.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_13,689,Claim,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/prOccurrenceSpan/occurrenceCode/occurrenceCode
2300,2300.HI13.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI13.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_13,690,Claim,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/prOccurrenceCode/occurrenceCode/prStartDate
2300,2300.HI14,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI14.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI14.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_14,691,Claim,,,
2300,2300.HI14.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI14.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_14,692,Claim,,,
2300,2300.HI15,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI15.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI15.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_15,693,Claim,,,
2300,2300.HI15.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI15.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_15,694,Claim,,,
2300,2300.HI16,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI16.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI16.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_16,695,Claim,,,
2300,2300.HI16.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI16.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_16,696,Claim,,,
2300,2300.HI17,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI17.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI17.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_17,697,Claim,,,
2300,2300.HI17.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI17.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_17,698,Claim,,,
2300,2300.HI18,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI18.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI18.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_18,699,Claim,,,
2300,2300.HI18.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI18.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_18,700,Claim,,,
2300,2300.HI19,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI19.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI19.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_19,701,Claim,,,
2300,2300.HI19.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI19.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_19,702,Claim,,,
2300,2300.HI20,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI20.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI20.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_20,703,Claim,,,
2300,2300.HI20.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI20.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_20,704,Claim,,,
2300,2300.HI21,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI21.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI21.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_21,705,Claim,,,
2300,2300.HI21.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI21.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_21,706,Claim,,,
2300,2300.HI22,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI22.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI22.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_22,707,Claim,,,
2300,2300.HI22.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI22.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_22,708,Claim,,,
2300,2300.HI23,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI23.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI23.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_23,709,Claim,,,
2300,2300.HI23.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI23.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_23,710,Claim,,,
2300,2300.HI24,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI24.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BH Occurrence,"Hardcode as ""BH""",,,,,,
2300,2300.HI24.02,Industry Code,Code indicating a code from a specific industry code list,R,,,OCCUR_CODE_24,711,Claim,,,
2300,2300.HI24.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,"Hardcode as ""D8""",,,,,,
2300,2300.HI24.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,OCCUR_DATE_24,712,Claim,,,
2300,HI,Value Information-Segment Repeat: 2,,S,,,,,,,,
2300,2300.HI01,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",R,,,,,,,,
2300,2300.HI01.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BE Value,"Hardcode as ""BE""",,,,,,
2300,2300.HI01.02,Industry Code,Code indicating a code from a specific industry code list,R,,,VALUE_CODE_01,46,Claim,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/prValueCodes/paymentRequestValueCode/valueCode
2300,2300.HI01.05,Monetary Amount,Monetary amount,R,,,VALUE_AMOUNT_01,47,Claim,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/prValueCodes/paymentRequestValueCode/amount
2300,2300.HI02,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI02.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BE Value,"Hardcode as ""BE""",,,,,,
2300,2300.HI02.02,Industry Code,Code indicating a code from a specific industry code list,R,,,VALUE_CODE_02,48,Claim,,,
2300,2300.HI02.05,Monetary Amount,Monetary amount,R,,,VALUE_AMOUNT_02,49,Claim,,,
2300,2300.HI03,Healthcare code information,"To send health care codes and their associated dates, amounts and quantities",S,,,,,,,,
2300,2300.HI03.01,Code List Qualifier Code,Code identifying a specific industry code list,R,BE Value,"Hardcode as ""BE""",,,,,,
2300,2300.HI03.02,Industry Code,Code indicating a code from a specific industry code list,R,,,VALUE_CODE_03,50,Claim,,,
