File Component,Field Name,Field Description,Level,Type,Length,"Fixed Width
files only",,Repricer,Position,Secomdary Editing,Position,
Detail,OTHER_OPERATING_STATE_LICENSE,"The value in this field represents the Sate License number for the other operating provider.  A non-zero value is required.  (2310C, REF02)",Claim,Text,10,5968,5977,N,561,N,,
Detail,OTHER_OPERATING_SPECIALTY_CODE,"The value in this field represents the specialty of the other operating provider, as defined in the client's claim system.",Claim,Text,10,5978,5987,N,562,N,,
Detail,OTHER_OPERATING_TAXONOMY_CODE,Industry standard taxonomy code of the other operating provider used by CMS and sourced by the National Uniform Claim Committee. A list of taxonomy codes is available via http://www.wpc-edi.com/reference/codelists/healthcare/health-care-provider-taxonomy-code-set/.,Claim,Text,50,5988,6037,N,563,N,,
Detail,OTHER_OPERATING_ENTITY_TYPE,"Expected Values are:  'P' = Person (2310C, NM102)",Claim,Text,1,6038,6038,N,564,N,,
Detail,OTHER_OPERATING_LAST_NAME,"The value in this field represents the other operating provider’s last name.  (2310C, NM103)",Claim,Text,60,6039,6098,Y,565,Y,,
Detail,OTHER_OPERATING_FIRST_NAME,"The value in this field represents the other operating provider’s first name.  (2310C, NM104)",Claim,Text,35,6099,6133,Y,566,Y,,
Detail,OTHER_OPERATING_MIDDLE_NAME,"The value in this field represents the other operating provider’s middle name.  (2310C, NM105)",Claim,Text,25,6134,6158,Y,567,Y,,
Detail,OTHER_OPERATING_NAME_SUFFIX,"The value in this field represents the other operating provider's suffix, as required.  (2310C, NM107)",Claim,Text,10,6159,6168,Y,568,Y,,
Detail,REFERRING_PCP_YN,Y or N indicator to define whether or not the referring provider is the patient's PCP.,Claim,Text,1,6169,6169,N,569,N,,
Detail,REFERRING_PROVIDER_ID,"The value in this field represents the referring provider at the  facility where services are rendered.  This number is the identification number unique to the provider in the client’s system.  (2310F, REF02)",Claim,Text,25,6170,6194,N,570,N,,
Detail,REFERRING_TAXGROUP_ID,"The value in this field represents the provider's tax identification number. This number represents the referring provider.  (2310F, REF02)",Claim,Text,9,6195,6203,N,571,N,,
Detail,REFERRING_NPI,"The value in this field represents the CMS National Provider Identifier (NPI) for the referring provider.  Default to spaces if value is not available.  (2310F, NM109)",Claim,Numeric,10,6204,6213,N,572,N,,
Detail,REFERRING_STATE_LICENSE,"The value in this field represents the Sate License number for the referring provider.  A non-zero value is required.  (2310F, REF02)",Claim,Text,10,6214,6223,N,573,N,,
Detail,REFERRING_SPECIALTY_CODE,"The value in this field represents the specialty of the referring provider, as defined in the client's claim system.",Claim,Text,10,6224,6233,N,574,N,,
Detail,REFERRING_TAXONOMY_CODE,Industry standard taxonomy code of the referring provider used by CMS and sourced by the National Uniform Claim Committee. A list of taxonomy codes is available via http://www.wpc-edi.com/reference/codelists/healthcare/health-care-provider-taxonomy-code-set/.,Claim,Text,50,6234,6283,N,575,N,,
Detail,REFERRING_ENTITY_TYPE,Expected Values are:  'P' = Person,Claim,Text,1,6284,6284,N,576,N,,
Detail,REFERRING_LAST_NAME,"The value in this field represents the referring provider’s last name.  (2310F, NM103)",Claim,Text,60,6285,6344,N,577,N,,
Detail,REFERRING_FIRST_NAME,"The value in this field represents the referring provider’s first name.  (2310F, NM104)",Claim,Text,35,6345,6379,N,578,N,,
Detail,REFERRING_MIDDLE_NAME,"The value in this field represents the referring provider’s middle name.  (2310F, NM105)",Claim,Text,25,6380,6404,N,579,N,,
Detail,REFERRING_NAME_SUFFIX,"The value in this field represents the referring provider's suffix, as required.  (2310F, NM107)",Claim,Text,10,6405,6414,N,580,N,,
Detail,AUTH_EXCEPTION_CODE,"Required when mandated by government law or regulation to obtain authorization for specific service(s) but, for the reasons provided, the service was performed without obtaining the authorization.  Allowable values for this element are:
1 Immediate/Urgent Care
2 Services Rendered in a Retroactive Period
3 Emergency Care
4 Client has Temporary Medicaid
5 Request from County for Second Opinion to Determine
if Recipient Can Work
6 Request for Override Pending
7 Special Handling
(2300, REF02)",Claim,Text,4,6415,6418,N,581,N,,
Detail,REFERRAL_NUM,"Required by CMS when a referral number is assigned by the payer or Utilization Management Organization (UMO) AND a referral is involved.  (2300, REF02)",Claim,Text,30,6419,6448,N,582,N,,
Detail,AUTH_NO_01,"The value in this field represents the authorization number submitted by the provider for this claim.  If the provider did not submit an authorization number, provide the payer’s prior authorization number for this claim, if available.  (2300, REF02)",Claim,Text,30,6449,6478,N,583,N,,
Detail,AUTH_NO_02,"The value in this field represents the authorization number submitted by the provider for this claim.  If the provider did not submit an authorization number, provide the payer’s prior authorization number for this claim, if available.",Claim,Text,30,6479,6508,N,584,N,,
Detail,AUTH_NO_03,"The value in this field represents the authorization number submitted by the provider for this claim.  If the provider did not submit an authorization number, provide the payer’s prior authorization number for this claim, if available.",Claim,Text,30,6509,6538,N,585,N,,
Detail,PRO_AUTH_ID,"Peer Review Organization Authorization number.  Required by CMS when an external Peer Review Organization assigns an Approval Number to services deemed medically necessary by that organization. (2300, REF02)",Claim,Text,24,6539,6562,N,586,N,,
Detail,CLAIM_NOTE_REF_CODE,"This field defines the functional area or purpose for which the claim note applies, as submitted by the provider or facility.  Expected Values are:
ALG Allergies
DCP Goals, Rehabilitation Potential, or Discharge Plans
DGN Diagnosis Description
DME Durable Medical Equipment (DME) and Supplies
MED Medications
NTR Nutritional Requirements
ODT Orders for Disciplines and Treatments
RHB Functional Limitations, Reason Homebound, or Both
RLH Reasons Patient Leaves Home
RNH Times and Reasons Patient Not at Home
SET Unusual Home, Social Environment, or Both
SFM Safety Measures
SPT Supplementary Plan of Treatment
UPI Updated Information
(2300, NTE01)",Claim,Text,3,6563,6565,N,587,N,,
Detail,CLAIM_NOTE_TEXT,"This field is the free-form description provided by the provider or facility to clarify the related data elements and their content. (2300, NTE02)",Claim,Text,80,6566,6645,N,588,N,,
Detail,EPSDT_REFERRAL_YN,"EPSDT Referral is required by CMS on Early & Periodic Screening, Diagnosis, and Treatment (EPSDT) claims when the screening service is being billed in this claim. The value in this field answers the question: Was an EPSDT referral given to the patient?  If no, then choose ""NU"" for Condition Indicator.  Expected Values are Y or N. (2300, CRC02)",Claim,Text,1,6646,6646,N,589,N,,
Detail,EPSDT_CONDITION_CODE_01,"This field represents the condition indicator for the EPSDT referral above.  Expected Values are:
AV    Available - Not Used - Patient refused referral.
NU    Not Used - This conditioner indicator must be used when the submitter answers “N” in CRC02.
S2    Under Treatment - Patient is currently under treatment for referred diagnostic or corrective health problem.
ST    New Services Requested - Patient is referred to another provider for diagnostic or corrective treatment for at least one health problem identified during an initial or periodic screening service (not including dental referrals).
OR
Patient is scheduled for another appointment with screening provider for diagnostic or corrective treatment for at least one health problem identified during an initial or periodic screening service (not including dental referrals).
(2300, CRC03)",Claim,Text,3,6647,6649,N,590,N,,
Detail,EPSDT_CONDITION_CODE_02,Additional condition indicator for the EPSDT referral.,Claim,Text,3,6650,6652,N,591,N,,
Detail,EPSDT_CONDITION_CODE_03,Additional condition indicator for the EPSDT referral.,Claim,Text,3,6653,6655,N,592,N,,
Detail,OCCUR_SPAN_CODE_01,"This field defines the Occurrence Span Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence span code is defined by a span of time rather than by a single date. (2300, HI01-2)",Claim,Text,2,6656,6657,Y,593,Y,,
Detail,OCCUR_SPAN_FROM_DATE_01,"From date associated with OCCUR_SPAN_CODE_01. Expected when corresponding OCCUR_SPAN_CODE is submitted. (2300, HI01-4)",Claim,"Date
YYYYMMDD",8,6658,6665,Y,594,Y,,
Detail,OCCUR_SPAN_TO_DATE_01,"To date associated with OCCUR_SPAN_CODE_01. Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI01-4)",Claim,"Date
YYYYMMDD",8,6666,6673,Y,595,Y,,
Detail,OCCUR_SPAN_CODE_02,"This field defines the Occurrence Span Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence span code is defined by a span of time rather than by a single date. (2300, HI02-2+C545)",Claim,Text,2,6674,6675,Y,596,Y,,
Detail,OCCUR_SPAN_FROM_DATE_02,"From date associated with OCCUR_SPAN_CODE_02. Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI02-4)",Claim,"Date
YYYYMMDD",8,6676,6683,Y,597,Y,,
Detail,OCCUR_SPAN_TO_DATE_02,"To date associated with OCCUR_SPAN_CODE_02. Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI02-4)",Claim,"Date
YYYYMMDD",8,6684,6691,Y,598,Y,,
Detail,OCCUR_SPAN_CODE_03,"This field defines the Occurrence Span Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence span code is defined by a span of time rather than by a single date. (2300, HI03-2)",Claim,Text,2,6692,6693,Y,599,Y,,
Detail,OCCUR_SPAN_FROM_DATE_03,"From date associated with OCCUR_SPAN_CODE_03. Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI03-4)",Claim,"Date
YYYYMMDD",8,6694,6701,Y,600,Y,,
Detail,OCCUR_SPAN_TO_DATE_03,"To date associated with OCCUR_SPAN_CODE_03. Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI03-4)",Claim,"Date
YYYYMMDD",8,6702,6709,Y,601,Y,,
Detail,OCCUR_SPAN_CODE_04,"This field defines the Occurrence Span Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence span code is defined by a span of time rather than by a single date.
(2300, HI04-2)",Claim,Text,2,6710,6711,Y,602,Y,,
Detail,OCCUR_SPAN_FROM_DATE_04,"From date associated with OCCUR_SPAN_CODE_04.  Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI04-4)",Claim,"Date
YYYYMMDD",8,6712,6719,Y,603,Y,,
Detail,OCCUR_SPAN_TO_DATE_04,"To date associated with OCCUR_SPAN_CODE_04. Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI04-4)",Claim,"Date
YYYYMMDD",8,6720,6727,Y,604,Y,,
Detail,OCCUR_SPAN_CODE_05,"This field defines the Occurrence Span Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence span code is defined by a span of time rather than by a single date.
 (2300, HI05-2)",Claim,Text,2,6728,6729,Y,605,Y,,
Detail,OCCUR_SPAN_FROM_DATE_05,"From date associated with OCCUR_SPAN_CODE_05. Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI05-4)",Claim,"Date
YYYYMMDD",8,6730,6737,Y,606,Y,,
Detail,OCCUR_SPAN_TO_DATE_05,"To date associated with OCCUR_SPAN_CODE_05. Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI05-4)",Claim,"Date
YYYYMMDD",8,6738,6745,Y,607,Y,,
Detail,OCCUR_SPAN_CODE_06,"This field defines the Occurrence Span Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence span code is defined by a span of time rather than by a single date.  (2300, HI06-2)",Claim,Text,2,6746,6747,Y,608,Y,,
Detail,OCCUR_SPAN_FROM_DATE_06,"From date associated with OCCUR_SPAN_CODE_06. Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI06-4)",Claim,"Date
YYYYMMDD",8,6748,6755,Y,609,Y,,
Detail,OCCUR_SPAN_TO_DATE_06,"To date associated with OCCUR_SPAN_CODE_06. Expected when corresponding OCCUR_SPAN_CODE is submitted.  (2300, HI06-4)",Claim,"Date
YYYYMMDD",8,6756,6763,Y,610,Y,,
Detail,OCCUR_SPAN_CODE_07,"This field defines the Occurrence Span Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence span code is defined by a span of time rather than by a single date. (2300, HI07-2)",Claim,Text,2,6764,6765,Y,611,Y,,
